rpt_rec_num,prvdr_num,npi,prvdr_ctrl_type_cd,fy_bgn_dt,fy_end_dt,rpt_stus_cd,facility_name,address,city,state,zip,certifier_name,certifier_printed_name,certifier_title,certifier_date
1433880,175044,,2,01/01/2024,12/31/2024,2,BREWSTER PLACE,1205 SW 29TH STREET,TOPEKA,KS,66611,,DARIN FELDKAMP,CHIEF FINANCIAL OFFICER,
1433883,175124,,5,01/01/2024,12/31/2024,2,LAKEPOINT EL DORADO LLC,1313 SOUTH HIGH,EL DORADO,KS,67042,CHRIS NELSON,CHRIS NELSON,CONTRACT CFO,05/09/2025
1433884,175126,,4,01/01/2024,12/31/2024,2,VALLEY VIEW SENIOR LIFE,1417 WEST ASH STREET,JUNCTION CITY,KS,66441,,TIM SHANDY,MANAGER  FINANCIAL SERVICES,
1433886,175145,,4,01/01/2024,12/31/2024,2,BROOKSIDE RETIREMENT COMMUNITY,700 WEST 7TH,OVERBROOK,KS,66524,SCOTT AVERILL,SCOTT AVERILL,OWNER,05/30/2025
1433887,175159,,4,01/01/2024,12/31/2024,2,STREETCAR HEALTHCARE  INC.,8909 PARALLEL PARKWAY,KANSAS CITY,KS,66112,MICHAEL BROOKS,MICHAEL BROOKS,ADMINISTRATOR,05/05/2025
1433888,175165,,5,01/01/2024,12/31/2024,2,ROLLING HILLS HEALTH CENTER  INC.,2400 URISH ROAD,TOPEKA,KS,66614,CODY FULKS,CODY FULKS,CFO,05/23/2025
1433889,175187,,1,01/01/2024,08/31/2024,2,PRAIRIE RIDGE HEALTH & REHAB,6501 W 75TH STREET,OVERLAND PARK,KS,66204,,,,
1433890,175191,,5,01/01/2024,12/31/2024,2,STONEYBROOK RETIREMENT COMMUNITY,2025 LITTLE KITTEN AVE,MANHATTAN,KS,66503-7545,CODY FULKS,CODY FULKS,CFO,05/23/2025
1433891,175218,,6,01/01/2024,12/31/2024,2,WESTVIEW OF DERBY REHAB & HCC LLC,453 NORTH WESTVIEW,DERBY,KS,67037,KILEY BROOKS,KILEY BROOKS,CHIEF FINANCIAL OFFICER,05/19/2025
1433892,175235,,4,01/01/2024,12/31/2024,2,DIVERSICARE OF LARNED,1114 W. 11TH STREET,LARNED,KS,67550,MATTHEW WEISHAAR,MATTHEW WEISHAAR,EVP / CFO,05/22/2025
1433894,175239,,4,01/01/2024,12/31/2024,2,DIVERSICARE OF COUNCIL GROVE,400 SUNSET DRIVE,COUNCIL GROVE,KS,66846,MATTHEW WEISHAAR,MATTHEW WEISHAAR,EVP / CFO,05/22/2025
1433895,175241,,4,01/01/2024,12/31/2024,2,SABETHA MANOR,1441 OREGON STREET,SABETHA,KS,66534,KYLE SCHADE,KYLE SCHADE,CFO,05/27/2025
1433896,175242,,2,01/01/2024,12/31/2024,2,LAKEVIEW VILLAGE,9100 PARK STREET,LENEXA,KS,28140,ROBBIE CLAUSEN,ROBBIE CLAUSEN,CHIEF EXECUTIVE OFFICER,05/15/2025
1433897,175250,,4,01/01/2024,12/31/2024,2,WELLSVILLE MANOR,304 W 7TH STREET,WELLSVILLE,KS,66092-7800,SCOTT AVERILL,SCOTT AVERILL,OWNER,05/30/2025
1433900,175274,,6,01/01/2024,12/31/2024,2,MERIDIAN NUSRING & REHAB CENTER,1555 NORTH MERIDIAN,WICHITA,KS,67203,KILEY BROOKS,KILEY BROOKS,CHIEF FINANCIAL OFFICER,05/19/2025
1433901,175287,,4,01/01/2024,12/31/2024,2,EUREKA NURSING CENTER,1020 N. SCHOOL STREET,EUREKA,KS,67045,KYLE SCHADE,KYLE SCHADE,CFO,05/27/2025
1433902,175299,,2,01/01/2024,12/31/2024,2,STERLING VILLAGE,204 WEST WASHINGTON,STERLING,KS,67579,ERIC HUEBERT,ERIC HUEBERT,CFO,05/28/2025
1433903,175328,,1,01/01/2024,12/31/2024,2,GOOD SAMARITAN SOCIETY - ELLIS,1101 SPRUCE ST,ELLIS,KS,67637-1799,JOEL FLUIT,JOEL FLUIT,VICE PRESIDENT OF FINANCE,04/29/2025
1433904,175343,,2,01/01/2024,12/31/2024,2,CLARIDGE COURT,8101 MISSION ROAD,PRAIRIE VILLAGE,KS,66208,NICK HARSHFIELD,NICK HARSHFIELD,SENIOR VICE PRESIDENT & CFO,05/29/2025
1433906,175356,,1,01/01/2024,12/31/2024,2,GOOD SAMARITAN SOCIETY - DECATUR CTY,108 E ASH ST,OBERLIN,KS,67749-1908,JOEL FLUIT,JOEL FLUIT,VICE PRESIDENT OF FINANCE,04/29/2025
1433907,175359,,1,01/01/2024,12/31/2024,2,GOOD SAMARITAN SOCIETY - WAMEGO,2011 GRANDVIEW DR,WAMEGO,KS,66547-1159,JOEL FLUIT,JOEL FLUIT,VICE PRESIDENT OF FINANCE,04/29/2025
1433908,175369,,2,01/01/2024,12/31/2024,2,RUSH COUNTY NURSING HOME SOCIETY,701 W SIXTH STREET,LACROSSE,KS,67548,CHARLOTTE RATHKE,CHARLOTTE RATHKE,ADMINISTRATOR,05/23/2025
1433909,175379,,2,01/01/2024,12/31/2024,2,MENNONITE FRIENDSHIP COMMUNITIES  IN,600 WEST BLANCHARD,SOUTH HUTCHINSON,KS,67505,ROBERT MILLE,ROBERT MILLE,CHIEF FINANCIAL OFFICER,05/20/2025
1433910,175385,,6,01/01/2024,12/31/2024,2,PARAMOUNT COMMUNITY LIVING REHAB INC,200 SW 14TH STREET,NEWTON,KS,67114,,,,
1433911,175386,,2,01/01/2024,12/31/2024,2,SCHOWALTER VILLA,200 WEST CEDAR,HESSTON,KS,67062-5000,JEROL SCHRAG,JEROL SCHRAG,CHIEF FINANCIAL OFFICER,05/26/2025
1433913,175402,,2,01/01/2024,12/31/2024,2,BETHEL HEALTH CARE CENTRE,3001 IVY DRIVE,NORTH NEWTON,KS,67117,JEROL SCHRAG,JEROL SCHRAG,CHIEF FINANCIAL OFFICER,05/26/2025
1433914,175406,,2,01/01/2024,12/31/2024,2,PLEASANT VIEW HOME,108 N WALNUT,INMAN,KS,67546,RANDY VALENTINE,RANDY VALENTINE,CHIEF FINANCIAL OFFICER,05/20/2025
1433915,175417,,2,01/01/2024,12/31/2024,2,FRANKFORT COMMUNITY CARE HOME,510 WALNUT,FRANKFORT,KS,66427,HALEY STEVENS,HALEY STEVENS,ADMINISTRATOR,05/13/2025
1433916,175419,,4,01/01/2024,12/31/2024,2,LINCOLN PARK MANOR  INC.,992 N. 5TH STREET,LINCOLN,KS,67455-0466,ERIC HUEBERT,ERIC HUEBERT,CFO,05/29/2025
1433917,175422,,2,01/01/2024,12/31/2024,2,SUNSET HOME  INC.,620 2ND AVE,CONCORDIA,KS,66901,CHRISTEN ROBINSON,CHRISTEN ROBINSON,ADMINISTRATOR,05/13/2025
1433918,175424,,5,01/01/2024,12/31/2024,2,LAKEPOINT AUGUSTA  LLC,901 LAKEPOINT DR.,AUGUSTA,KS,67010,CHRIS NELSON CHRIS NELSON,CHRIS NELSON CHRIS NELSON,CONTRACT CFO,05/09/2025
1433919,175439,,6,01/01/2024,12/31/2024,2,LIFE CARE CENTER OF SENECA,512 COMMUNITY DRIVE,SENECA,KS,66538,KEITH GOSS,KEITH GOSS,SENIOR VP OF REIMBURSEMENT,05/13/2025
1433920,175441,,2,01/01/2024,12/31/2024,2,VILLAGE SHALOM,5500 WEST 123RD STREET,OVERLAND PARK,KS,66209,,SIMON ABRAHMS,PRESIDENT & CEO,
1433921,175445,,5,01/01/2024,12/31/2024,2,PIONEER RIDGE RETIRMENT COMMUNITY,4851 HARVARD ROAD,LAWRENCE,KS,66049-3964,CODY FULKS,CODY FULKS,CFO,05/23/2025
1433922,175451,,2,01/01/2024,12/31/2024,2,WHEAT STATE MANOR,601 SOUTH MAIN,WHITEWATER,KS,67154,WILLIAM GAULT,WILLIAM GAULT,ADMINISTRATOR,05/28/2025
1433924,175466,,5,01/01/2024,12/31/2024,2,LAKEPOINT WICHITA LLC,1315 N. WEST ST,WICHITA,KS,67203-1302,BRENDA KRUSE,BRENDA KRUSE,CFO  AXIOM HEALTHCARE SERVICES,05/12/2025
1433925,175471,,2,01/01/2024,12/31/2024,2,WELLSPRINGS OF WESTMORELAND,HIGHWAY 99 AND MAIN,WESTMORELAND,KS,66549-0156,MICHELLE RIFFORD,MICHELLE RIFFORD,ADMINISTRATOR,05/27/2025
1433926,175472,,4,05/01/2024,12/31/2024,2,OSAGE VALLEY HEALTHCARE LLC,33600 WEST 85TH STREET,DESOTO,KS,66018,ETHAN DEAN,ETHAN DEAN,ADMINISTRATOR,05/05/2025
1433927,175473,,2,01/01/2024,12/31/2024,2,THE NICOL HOME,303 EAST BUFFALO,GLASCO,KS,67235,CARTER OLSON,CARTER OLSON,ADMINISTRATOR,05/26/2025
1433928,175474,,2,01/01/2024,12/31/2024,2,CHAPMAN VALLEY MANOR,1009 NORTH MARSHALL,CHAPMAN,KS,67431,AMANDA JEARDOE,AMANDA JEARDOE,ADMINISTRATOR,05/12/2025
1433929,175475,,4,01/01/2024,12/31/2024,2,ENTERPRISE ESTATES,502 CRESTVIEW,ENTERPRISE,KS,67441-0395,,,,
1433931,175494,,4,01/01/2024,12/31/2024,2,LINN COMMUNITY NURSING HOME,314 W. 3RD,LINN,KS,66953,JANELL WOHLER,JANELL WOHLER,ADMINISTRATOR,05/12/2025
1433932,175499,,6,01/01/2024,12/31/2024,2,THE VILLAGE AT MISSION LLC,7105 MISSION ROAD,PRAIRIE VILLAGE,KS,66208,KILEY BROOKS,KILEY BROOKS,CHIEF FINANCIAL OFFICER,05/20/2025
1433933,175507,,2,01/01/2024,12/31/2024,2,BETHANY HOME ASSOC OF LINDSBORG KS,321 NORTH CHESTNUT,LINDSBORG,KS,64756,ANDI WILLEMS,ANDI WILLEMS,CHIEF FINANCIAL OFFICER,05/21/2025
1433934,175509,,11,01/01/2024,12/31/2024,2,SANDSTONE HEIGHTS,440 STATE STREET,LITTLE RIVER,KS,67457-9107,TREY LOOK,TREY LOOK,ADMINISTRATOR,05/12/2025
1433935,175527,,4,01/01/2024,12/31/2024,2,REGENT PARK REHABILITATION AND HEALT,10604 EAST 13TH STREET NORTH,WICHITA,KS,67206,TIM SHANDY,TIM SHANDY,MANAGER  FINANCIAL SERVICES,05/20/2025
1433936,175530,,2,01/01/2024,12/31/2024,2,LEISURE HOMESTEAD AT STAFFORD,405 GRAND AVENUE,STAFFORD,KS,67578,SCOTT YOUNIE,SCOTT YOUNIE,ADMINISTRATOR,05/13/2025
1433937,175531,,4,03/01/2024,12/31/2024,2,EARHART HEALTHCARE LLC,1419 NORTH 6TH STREET,ATCHISON,KS,66002,BETH MUNFORD,BETH MUNFORD,ADMINISTRATOR,05/09/2025
1433938,175533,,5,01/01/2024,12/31/2024,2,TWIN OAKS HEALTH AND REHAB,757 WEST EISENHOWER ROAD,LANSING,KS,66043-2215,CODY FULKS,CODY FULKS,CFO,05/23/2025
1433940,175536,,4,01/01/2024,12/31/2024,2,CCRC OF LENEXA  LLC,8505 PFLUMM RD,LENEXA,KS,66215,AMBER ABBY,AMBER ABBY,EXECUTIVE DIRECTOR,05/02/2025
1433941,175541,,2,01/01/2024,12/31/2024,2,CONTINUING CARE AT TALLGRASS CREEK,13800 METCALF AVENUE,OVERLAND PARK,KS,66223,,,,
1433942,175548,,4,01/01/2024,12/31/2024,2,GOLDEN OAKS HEALTHCARE  INC.,8900 PARALLEL PARKWAY,KANSAS CITY,KS,66112,RYAN LEIKER,RYAN LEIKER,ADMINISTRATOR,04/24/2025
1433943,175549,,6,01/01/2024,12/31/2024,2,STRATFORD COMMONS REHAB & HEALTH,12340 QUIVIRA ROAD,OVERLAND PARK,KS,66213,KILEY BROOKS,KILEY BROOKS,CHIEF FINANCIAL OFFICER,05/20/2025
1433944,175550,,4,01/01/2024,12/31/2024,2,MAPLE HILLS HEALTHCARE  INC.,7600 ANTIOCH RD,OVERLAND PARK,KS,66204,JACKIE BROWN,JACKIE BROWN,ADMINISTRATOR,05/09/2025
1433945,175551,,4,01/01/2024,12/31/2024,2,TWO TRAILS HEALTHCARE  INC.,21250 WEST 151ST STREET,OLATHE,KS,66061,TYLER RUTLEDGE,TYLER RUTLEDGE,ADMINISTRATOR,04/21/2025
1433946,175558,,4,01/01/2024,12/31/2024,2,IRON HORSE HEALTHCARE  LLC,501 WEST 143RD STREET,LEAWOOD,KS,66615,PETER KAUTZ,PETER KAUTZ,ADMINISTRATOR,05/09/2025
1433947,175559,,4,01/01/2024,12/31/2024,2,WESTERN PRAIRIE SENIOR LIVING,510 E. SAN JACINTO AVE,ULYSSES,KS,67880,CODY FULKS,CODY FULKS,CFO,05/23/2025
1433948,175560,,4,01/01/2024,12/31/2024,2,COLONIAL VILLAGE,12500 W 137TH ST,OVERLAND PARK,KS,66221,DAN CHIK,DAN CHIK,EXECUTIVE DIRECTOR,04/23/2025
1433949,175562,,4,01/01/2024,12/31/2024,2,RANCH HOUSE SENIOR LIVING,2900 CAMPUS DRIVE,GARDEN CITY,KS,67846-3109,CODY FULKS,CODY FULKS,CFO,05/23/2025
1433950,175564,,5,01/01/2024,12/31/2024,2,CENTER AT WATERFRONT,1541 N LINDBERG CIR,WICHITA,KS,67206,,,,
1433951,175565,,2,01/01/2024,12/31/2024,2,SUNPORCH OF SMITH COUNTY,920 E KANSAS AVE.,SMITH CENTER,KS,66967,ERIC HUEBERT,ERIC HUEBERT,CFO,05/28/2025
1433952,175569,,2,01/01/2024,12/31/2024,2,CUMBERNAULD VILLAGE INC,716 TWEED,WINFIELD,KS,67156,SARAH GRIGGS,SARAH GRIGGS,ADMINISTRATOR,05/15/2025
1433953,175570,,2,03/13/2024,12/31/2024,2,SHEPHERD OF THE PLAINS FOUNDATION,101 E CEDAR RIDGE DR,CIMARRON,KS,67835,TABITHA RINCON,TABITHA RINCON,ADMINISTRATOR,05/13/2025
1433960,185210,,4,01/01/2024,12/31/2024,2,THE WILLOWS AT HARRODSBURG,180 LUCKY MAN WAY,HARRODSBURG,KY,40330-8978,MATTHEW DUDDY,MATTHEW DUDDY,VP-REIMBURSEMENT,05/08/2025
1433961,185226,,1,01/01/2024,12/31/2024,2,CARMEL HOME,2501 OLD HARTFORD ROAD,OWENSBORO,KY,42301,SISTER FRANCIS TERESA,SISTER FRANCIS TERESA,ADMINISTRATOR,05/14/2025
1433965,185249,,5,01/01/2024,12/31/2024,2,4035 JACKSON MANOR REHAB & WELLNESS,121 STATE ROAD 3444,ANNVILLE,KY,40402,,,,
1433969,185288,,4,10/01/2023,09/30/2024,2,ESSEX NURSING & REHAB CTR,9600 LAMBOURNE BLVD,LOUISVILLE,KY,40272,GALE BOICE,GALE BOICE,CFO,02/20/2025
1433970,185300,,5,01/01/2024,12/31/2024,2,4044 SUMMERFIELD REHAB & WELLNESS CE,1877 FARNSLEY ROAD,LOUISVILLE,KY,40216,,,,
1433971,185305,,4,01/01/2024,12/31/2024,2,THE WILLOWS AT SPRINGHURST,3001 N. HURSTBOURNE PKWY.,LOUISVILLE,KY,40241-2202,MATTHEW DUDDY,MATTHEW DUDDY,VP-REIMBURSEMENT,05/08/2025
1433972,185310,,1,01/01/2024,12/31/2024,2,EPISCOPAL CHURCH HOME,7504 WESTPORT ROAD,LOUISVILLE,KY,40222,DANIEL STEWARD,DANIEL STEWARD,CHIEF FINANCIAL OFFICER,05/21/2025
1433976,185358,,4,01/01/2024,12/31/2024,2,BEDFORD SPRINGS HEALTH & REHAB,50 SHEPHERD LANE,BEDFORD,KY,40006-8809,MICK VUJANOVIC,MICK VUJANOVIC,CEO,05/29/2025
1433982,185415,,5,01/01/2024,12/31/2024,2,ELLIOT NURSING AND REHABILITATION,RT. 32 EAST  HOWARD CREEK RD.,SANDY HOOK,KY,41171,,,,
1433984,185461,,4,01/01/2024,12/31/2024,2,GLEN RIDGE HEALTH CAMPUS,6415 CALM RIVER WAY,LOUISVILLE,KY,40299-3250,MATTHEW DUDDY,MATTHEW DUDDY,VP-REIMBURSEMENT,05/08/2025
1433985,185465,,2,01/01/2024,12/31/2024,2,BRECKENRIDGE PLACE,170 SYKES BOULEVARD,MORGANFIELD,KY,42437,LYNDSEE PENDLETON,LYNDSEE PENDLETON,ADMINISTRATOR,05/14/2025
1433986,185466,,4,01/01/2024,12/31/2024,2,WESTPORT PLACE HEALTH CAMPUS,4247 WESTPORT ROAD,LOUISVILLE,KY,40207-2227,MATTHEW DUDDY,MATTHEW DUDDY,VP-REIMBURSEMENT,05/08/2025
1433988,185470,,4,01/01/2024,12/31/2024,2,THE WILLOWS AT HAMBURG,2531 OLD ROSEBUD ROAD,LEXINGTON,KY,40509-4575,MATTHEW DUDDY,MATTHEW DUDDY,VP-REIMBURSEMENT,05/09/2025
1433989,185482,,4,01/01/2024,12/31/2024,2,THE WILLOWS AT FRITZ FARM,2710 MAN O WAR BLVD.,LEXINGTON,KY,40515-3801,MATTHEW DUDDY,MATTHEW DUDDY,VP-REIMBURSEMENT,05/08/2025
1433990,185484,,1,01/01/2024,12/31/2024,2,SEASONS AT ALEXANDRIA,7341 E ALEXANDRIA PIKE,ALEXANDRIA,KY,41071,EFFIE MCINTOSH,EFFIE MCINTOSH,ACTING PRESIDENT/CFO,05/20/2025
1433991,185485,,4,01/01/2024,12/31/2024,2,THE SPRINGS AT STONY BROOK,2200 STONY BROOK DRIVE,LOUISVILLE,KY,40220-4016,MATTHEW DUDDY,MATTHEW DUDDY,VP-REIMBURSEMENT,05/08/2025
1433992,185487,,4,01/01/2024,12/31/2024,2,SANDERS RIDGE HEALTH CAMPUS,119 EAST SANDERS LANE,MT. WASHINGTON,KY,40047-7557,MATTHEW DUDDY,MATTHEW DUDDY,VP-REIMBURSEMENT,05/08/2025
1433994,195214,,5,01/01/2024,12/31/2024,2,PRESTIGE CARE LLC,4500 HAYNES BOULEVARD,NEW ORLEANS,LA,70128,,,,
1433995,195258,,6,01/01/2024,12/31/2024,5,GRACE NURSING HOME,1181 HIGHWAY 19,SLAUGHTER,LA,70722,MARTIN STOTT  JR.,MARTIN STOTT  JR.,ADMINISTRATOR,06/25/2025
1433998,195326,,4,01/01/2024,12/31/2024,5,NEW IBERIA MANOR SOUTH,600 BAYARD STREET,NEW IBERIA,LA,70562,DAN PIERCE,DAN PIERCE,CFO,07/22/2025
1434000,195374,,6,01/01/2024,12/31/2024,5,ST. JOSEPH OF HARAHAN LLC,405 FOLSE STREET,HARAHAN,LA,70123,KIMBERLY DELATTE,KIMBERLY DELATTE,CFO,06/02/2025
1434002,195388,,6,01/01/2024,12/31/2024,5,LEGACY NURSING AND REHABILITATION OF,1907 CHINABERRY,FRANKLIN,LA,70538,KELLY ASHWORTH,KELLY ASHWORTH,EXECUTIVE VICE PRESIDENT,06/16/2025
1434006,195413,,6,01/01/2024,12/31/2024,5,LAKE CHARLES CARE CENTER,2701 ERNEST STREET,LAKE CHARLES,LA,70601,HUGH FELLOWS,HUGH FELLOWS,ADMINISTRATOR,06/25/2025
1434008,195443,,6,01/01/2024,12/31/2024,5,LEGACY NURSING AND REHABILITATION OF,32 CROTHERS DRIVE,TALLULAH,LA,71282,KELLY ASHWORTH,KELLY ASHWORTH,EXECUTIVE VICE PRESIDENT,06/16/2025
1434009,195449,,2,01/01/2024,12/31/2024,2,LAFOURCHE HOME FOR THE AGED,1002 TIGER DRIVE,THIBODEAUX,LA,70301,RHONDALETTE STEIB,RHONDALETTE STEIB,ADMINISTRATOR,05/22/2025
1434011,195472,,6,01/01/2024,12/31/2024,5,THE WOODLEIGH OF BATON ROUGE,14333 OLD HAMMOND HIGHWAY,BATON ROUGE,LA,70816-1146,JEFFREY BRADFORD,JEFFREY BRADFORD,ADMINISTRATOR,06/25/2025
1434012,195477,,6,01/01/2024,12/31/2024,5,FLANNERY OAKS GUEST HOUSE,1642 N FLANNERY ROAD,BATON ROUGE,LA,70815,KIMBERLY DELATTE,KIMBERLY DELATTE,CFO,06/02/2025
1434014,195492,,5,01/01/2024,12/31/2024,2,AVALON PLACE,4385 OLD STERLINGTON ROAD,MONROE,LA,71203,DAWNE SMITH,DAWNE SMITH,CEO,05/15/2025
1434019,195526,,6,01/01/2024,12/31/2024,5,HERITAGE HEALTHCARE OF HAMMOND,1300 DEREK DRIVE,HAMMOND,LA,70403,KIMBERLY DELATTE,KIMBERLY DELATTE,CFO,06/02/2025
1434020,195529,,6,01/01/2024,12/31/2024,5,THE OAKS CARE CENTER,50 PINECREST DRIVE,PINEVILLE,LA,71360,KIMBERLY DELATTE,KIMBERLY DELATTE,CFO,06/02/2025
1434021,195530,,5,01/01/2024,12/31/2024,2,DELTA GRAND SKILLED NURSING AND REHA,3001 SOUTH GRAND STREET,MONROE,LA,71202,DAWNE SMITH,DAWNE SMITH,CEO,05/15/2025
1434022,195531,,6,01/01/2024,12/31/2024,5,OUACHITA HEALTHCARE & REHAB CENTER,3001 SOUTH GRAND,MONROE,LA,71202,KIMBERLY DELATTE,KIMBERLY DELATTE,CFO,06/02/2025
1434024,195557,,6,01/01/2024,12/31/2024,5,VALLEY VIEW HEALTH CARE FACILITY,7119 HWY ONE SOUTH,MARKSVILLE,LA,71351,KIMBERLY DELATTE,KIMBERLY DELATTE,CFO,06/02/2025
1434026,195572,,5,01/01/2024,12/31/2024,2,LESLIE LAKES CARE CENTER,1355 SIXTH STREET,ARCADIA,LA,71001,DAWNE SMITH,DAWNE SMITH,CEO,05/15/2025
1434033,195612,,2,01/01/2024,12/31/2024,2,HOME AWAY FROM HOME  INC.,605 HILLTOP DRIVE,FRANKLINTON,LA,70438,KENNETH SMITH,KENNETH SMITH,ADMINISTRATOR,05/29/2025
1434034,195613,,6,01/01/2024,12/31/2024,5,LEGACY AT ST. CHRISTINA,1,PINEVILLE,LA,71360,KELLY ASHWORTH,KELLY ASHWORTH,EXECUTIVE VICE PRESIDENT,06/16/2025
1434035,195614,,1,01/01/2024,12/31/2024,2,COVENANT HOME,5919 MAGAZINE STREET,NEW ORLEANS,LA,70115,MARGARET HOFFMANN,MARGARET HOFFMANN,EXECUTIVE DIRECTOR,05/28/2025
1434037,195620,,6,01/01/2024,12/31/2024,5,POINTE COUPEE HEALTHCARE,1820 FALSE RIVER DRIVE,NEW ROADS,LA,70760,KIMBERLY DELATTE,KIMBERLY DELATTE,CFO,06/02/2025
1434038,195632,,1,01/01/2024,12/31/2024,1,LAFON NURSING FACILITY,6900 CHEF MENTEUR HWY,NEW ORLEANS,LA,70126,ANIEZE WATKINS,ANIEZE WATKINS,DIRECTOR OF OPERATIONS/ CFO,06/30/2025
1434040,195633,,6,01/01/2024,12/31/2024,5,LADY OF THE OAKS RETIREMENT MANOR,1005 ERASTE LANDRY RD,LAFAYETTE,LA,70506,KIMBERLY DELATTE,KIMBERLY DELATTE,CFO,06/02/2025
1434041,205012,,4,01/01/2024,12/31/2024,2,SANFORD SENIOR CARE OPERATIONS  LLC,21 JUNE STREET,SANFORD,ME,04073-0424,,GLEN CYR,VICE PRESIDENT OF FINANCE,
1434042,205020,,2,01/01/2024,12/31/2024,2,BANGOR NURSING AND REHAB CENTER,103 TEXAS AVENUE,BANGOR,ME,04401,,,,
1434043,205062,,5,01/01/2024,12/31/2024,2,VK BREWER  LLC D/B/A BREWER CENTER,74 PARKWAY SOUTH,BREWER,ME,04412,THOMAS GILMARTIN,THOMAS GILMARTIN,CFO,05/28/2025
1434045,205076,,4,01/01/2024,12/31/2024,2,MARKET SQUARE HEALTH CARE CENTER,3 MARKET SQUARE,SOUTH PARIS,ME,04281,,GLEN CYR,VICE PRESIDENT OF FINANCE,
1434046,205077,,5,01/01/2024,12/31/2024,2,VK AUGUSTA  LLC D/B/A AUGUSTA CENTER,188 EASTERN AVENUE,AUGUSTA,ME,04330,THOMAS GILMARTIN,THOMAS GILMARTIN,CFO,05/28/2025
1434047,205079,,5,01/01/2024,12/31/2024,2,VK YARMOUTH  LLC DBA BRENTWOOD CTR,370 PORTLAND STREET,YARMOUTH,ME,04096,THOMAS GILMARTIN,THOMAS GILMARTIN,CFO,05/28/2025
1434048,205095,,5,01/01/2024,12/31/2024,2,VK KENNEBUNK  LLC DBA KENNEBUNK CTR,158 ROSS ROAD,KENNEBUNK,ME,04043,THOMAS GILMARTIN,THOMAS GILMARTIN,CFO,05/28/2025
1434049,205097,,5,01/01/2024,12/31/2024,2,VK NORWAY  LLC  D/B/A NORWAY CENTER,29 MARION AVENUE,NORWAY,ME,04268,THOMAS GILMARTIN,THOMAS GILMARTIN,CFO,05/28/2025
1434050,205105,,5,01/01/2024,12/31/2024,2,WESTGATE CENTER FOR HEALTH & REHAB,750 UNION STREET,BANGOR,ME,04401,THOMAS GILMARTIN,THOMAS GILMARTIN,CFO,05/28/2025
1434051,205124,,4,01/01/2024,12/31/2024,2,BREAKWATER COMMONS OPERATIONS  LLC,100 COMMONS DRIVE,ROCKLAND,ME,04841,,GLEN CYR,VICE PRESIDENT OF FINANCE,
1434052,205131,,4,01/01/2024,12/31/2024,2,EDGEWOOD REHAB & LIVING CENTER,221 FAIRBANKS ROAD,FARMINGTON,ME,04938-5723,,GLEN CYR,VICE PRESIDENT OF FINANCE,
1434053,205134,,2,10/01/2023,09/12/2024,2,ST. JOSEPHS REHAB AND RESIDENCE,1133 WASHINGTON AVENUE,PORTLAND,ME,04103,JOEL ROGERS,JOEL ROGERS,ADMINISTRATOR,05/08/2025
1434065,215130,,2,01/01/2024,12/31/2024,2,FAIRHAVEN  INC.,7200 THIRD AVENUE,SYKESVILLE,MD,21784,PEGGY VALDIVIA,PEGGY VALDIVIA,VICE PRESIDENT  FINANCIAL SERVICES,05/30/2025
1434066,215137,,2,01/01/2024,12/31/2024,2,BAYLEIGH CHASE  INC.,501 DUTCHMANS LANE,EASTON,MD,21601,PEGGY VALDIVIA,PEGGY VALDIVIA,VICE PRESIDENT  FINANCIAL SERVICES,05/30/2025
1434075,215216,,4,01/01/2024,09/30/2024,1,PEACE HEALTHCARE AT DENNET ROAD,1113 MARY DRIVE,OAKLAND,MD,21550,SHALOM FRIEDLAND,SHALOM FRIEDLAND,MANAGER,05/29/2025
1434078,215223,,2,01/01/2024,12/31/2024,2,CHARLESTOWN CARE CENTER,709 MAIDEN CHOICE LANE,BALTIMORE,MD,21228,,,,
1434079,215235,,2,01/01/2024,12/31/2024,2,HERON POINT OF CHESTERTOWN,501 CAMPUS AVENUE,CHESTERTOWN,MD,21620,PEGGY VALDIVIA,PEGGY VALDIVIA,VICE PRESIDENT  FINANCIAL SERVICES,05/28/2025
1434080,215245,,1,01/01/2024,12/31/2024,2,HRC-FREDERICK@CRUMLAND,7407 WILLOW ROAD,FREDERICK,MD,21702-2500,WENDY CRAMPTON,WENDY CRAMPTON,VICE PRESIDENT FINANCE,05/20/2025
1434081,215246,,4,01/01/2024,12/31/2024,2,BEDFORD COURT HEALTHCARE CENTER,3701 INTERNATIONAL AVE,SILVER SPRING,MD,20906,,,,
1434083,215252,,6,01/01/2024,12/31/2024,2,FOREST HAVEN NURSING HOME,701 EDMONDSON AVENUE,CATONSVILLE,MD,21228,,,,
1434084,215255,,4,01/01/2024,12/31/2024,2,CHESTNUT GREEN HEALTH CENTER AT BLAK,1055 WEST JOPPA ROAD,TOWSON,MD,21204,LONNY BLESSING,LONNY BLESSING,EXECUTIVE DIRECTOR,05/12/2025
1434086,215264,,2,01/01/2024,12/31/2024,2,HARBORSIDE LARKEN CHASE,15005 HEALTH CENTER DRIVE,BOWIE,MD,20716,,,,
1434088,215287,,4,01/01/2024,12/31/2024,2,MAPLEWOOD PARK PLACE,9707 OLD GEORGETOWN ROAD,BETHESDA,MD,20814,,,,
1434089,215308,,2,01/01/2024,12/31/2024,2,OAK CREST VILLAGE  INC.,8832 WALTHER BOULEVARD,PARKVILLE,MD,21234,,,,
